scheme_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,returns_10yr
HDFC FMP-1126Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
ICICI Pru FMP – Sr.84-1245Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1232Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1203Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1218Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1224Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1260Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1274Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1280Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1190Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1182Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
AXIS FTP – Series 104 – 1112Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
ICICI Pru FMP – Sr.84-1288Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
IDFC FTP – Sr.166,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Aditya Birla SL FTP – Series RP Growth,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Franklin India FMP – Sr.4,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1246Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1265Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
ICICI Pru FMP – Sr.84-1286Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Aditya Birla SL FTP – Series RH Growth,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
ICICI Pru FMP – Sr.84-1188Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1127Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1120Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
HDFC FMP-1118Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
UTI-FTI – Series XXX-XIV(1209Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
UTI-FTI – Series XXX-XIII(1224Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
UTI-FTI – Series XXX-X(1267Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
UTI-FTI – Series XXX-VIII(1286Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
ICICI Pru FMP – Sr.84-1224Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
UTI-FTI – Series XXX-IX(1266Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
UTI-FTI – Series XXXI-III(1174Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Aditya Birla SL FTP – Series SF Growth,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Aditya Birla SL FTP – Series SI Growth,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Aditya Birla SL FTP – Series SL Growth,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Aditya Birla SL FTP – Series SG Growth,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Aditya Birla SL FTP – Series SJ Growth,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
ICICI Pru FMP – Sr.84-1275Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
ICICI Pru FMP – Sr.85-1178Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
DSP FMP – Series 250 – 39Mth,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Franklin India FMP – Sr.5,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
UTI-FTI – Series XXX-XI(1246Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
IDFC FTP – Sr.167,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Nippon India Fixed Horizon – XXXIX – Sr.2,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
UTI-CPO – Sr.VIII – IV(1996Days,3.0,Hybrid,Conservative Hybrid Mutual Funds,11.2,14.5,14.0,10.19
Nippon India Fixed Horizon – XXXX – Sr.7,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Kotak FMP – Series 247 – 1308Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Aditya Birla SL FTP – Series RR Growth,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
IDFC FTP – Sr.149,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Aditya Birla SL DAF – Sr.2,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Edelweiss FMP – Series 55 Growth,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
ICICI Pru FMP – Sr.85-1129Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
ICICI Pru FMP – Sr.85-1127Days,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Nippon India Fixed Horizon – XXXIX – Sr.4,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Nippon India Fixed Horizon – XXXIX – Sr.6,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Nippon India Fixed Horizon – XXXIX – Sr.15,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Nippon India Fixed Horizon – XXXX – Sr.2,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Nippon India Fixed Horizon – XXXX – Sr.4,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
Nippon India Fixed Horizon – XXXIX – Sr.14,3.0,Debt,Fixed Maturity Plans,11.2,14.5,14.0,12.38
ICICI Pru Technology Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-19.7,45.3,21.6,11.3
SBI Long Term Advantage Fund,3.0,Equity,ELSS Mutual Funds,0.1,43.3,19.5,11.46
SBI Tax Advantage Fund,3.0,Equity,ELSS Mutual Funds,1.9,41.1,21.8,11.46
Quant Active Fund,3.0,Equity,Multi Cap Funds,1.0,45.5,19.9,11.81
Aditya Birla SL Digital India Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-14.6,39.8,21.1,11.29
Tata Digital India Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-16.0,39.0,22.1,11.29
SBI Technology Opportunities Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-8.7,37.1,21.0,11.29
Tata Resources & Energy Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-3.4,34.7,15.5,11.29
Mirae Asset Healthcare Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-10.7,25.0,10.9,11.29
DSP Healthcare Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-3.6,26.9,10.9,11.29
Kotak India Growth Fund,3.0,Equity,Multi Cap Funds,4.8,35.5,15.6,11.82
Edelweiss Recently Listed IPO Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-13.8,24.3,10.9,11.29
Sundaram Emerging Small Cap Series VII – Dir Growth,3.0,Equity,Small Cap Mutual Funds,8.0,36.9,10.9,11.49
DSP World Mining Fund,3.0,Other,FoFs Overseas,-5.4,37.1,15.0,8.81
Sundaram Select Micro Cap – Sr.XVI – Direct Growth,3.0,Equity,Small Cap Mutual Funds,-1.6,46.4,10.8,11.49
Sundaram Select Micro Cap – Sr.XV – Direct Growth,3.0,Equity,Small Cap Mutual Funds,-1.6,46.4,10.8,11.49
SBI Magnum Comma Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-12.1,30.9,11.3,11.29
Mahindra Manulife Multi Cap Fund,3.0,Equity,Multi Cap Funds,1.2,32.6,15.8,11.84
ICICI Pru P.H.D Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-6.0,25.0,10.9,11.29
Nippon India Pharma Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-7.0,24.7,15.6,11.29
Sundaram Select Micro Cap – Sr.XVII – Direct Growth,3.0,Equity,Small Cap Mutual Funds,-1.6,46.4,10.8,11.49
Sundaram Emerging Small Cap Series VI – Dir Growth,3.0,Equity,Small Cap Mutual Funds,7.8,41.9,10.9,11.49
Sundaram Emerging Small Cap Series III – Dir Growth,3.0,Equity,Small Cap Mutual Funds,9.4,43.7,10.9,11.49
Bank of India Midcap Tax Fund,3.0,Equity,ELSS Mutual Funds,-4.1,27.1,10.6,11.44
Tata India Pharma & Healthcare Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-8.1,21.7,14.8,11.29
Sundaram Emerging Small Cap Series IV – Dir Growth,3.0,Equity,Small Cap Mutual Funds,6.7,41.4,10.9,11.49
SBI Long Term Advantage Fund,3.0,Equity,ELSS Mutual Funds,1.1,36.2,15.4,11.46
Sundaram Services Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,3.2,31.3,10.9,11.29
Templeton India Equity Income Fund,3.0,Equity,Dividend Yield Funds,8.3,37.7,14.5,11.44
SBI Long Term Advantage Fund,3.0,Equity,ELSS Mutual Funds,0.5,35.5,14.5,11.45
Franklin India Technology Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-11.9,29.9,15.9,11.31
Sundaram Emerging Small Cap Series V – Dir Growth,3.0,Equity,Small Cap Mutual Funds,7.6,42.3,10.9,11.49
Sundaram Emerging Small Cap Series I – Dir Growth,3.0,Equity,Small Cap Mutual Funds,17.0,31.5,10.9,11.49
Sundaram Emerging Small Cap Series II – Dir Growth,3.0,Equity,Small Cap Mutual Funds,10.0,42.7,10.9,11.49
Sundaram LT MC Tax Advantage Fund,3.0,Equity,ELSS Mutual Funds,1.4,42.8,9.5,11.44
UTI-Healthcare Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-9.0,22.0,12.0,11.29
SBI Long Term Advantage Fund,3.0,Equity,ELSS Mutual Funds,1.0,36.4,14.0,11.44
Sundaram LT MC Tax Advantage Fund,3.0,Equity,ELSS Mutual Funds,3.8,44.8,9.8,11.44
SBI Healthcare Opportunities Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-1.6,25.7,13.6,11.29
Bank of India Midcap Tax Fund,3.0,Equity,ELSS Mutual Funds,-4.7,26.0,10.9,11.44
Tata Ethical Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-1.6,27.9,13.1,11.29
ICICI Pru Thematic Advantage Fund,3.0,Other,FoFs Domestic,5.4,35.4,14.6,10.91
Motilal Oswal Nasdaq 100 FOF – Direct Growth,3.0,Other,FoFs Overseas,-6.2,21.4,10.9,8.73
Sundaram LT MC Tax Advantage Fund,3.0,Equity,ELSS Mutual Funds,3.4,42.7,9.2,11.41
Sundaram LT Tax Advantage Fund,3.0,Equity,ELSS Mutual Funds,5.8,48.0,10.9,11.44
Sundaram LT Tax Advantage Fund,3.0,Equity,ELSS Mutual Funds,5.4,46.9,10.9,11.44
IDBI Healthcare Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-13.0,17.1,10.9,11.29
DSP Natural Resources & New Energy – Direct Growth,3.0,Equity,Sectoral / Thematic Mutual Funds,-0.7,44.3,12.0,11.29
Sundaram LT MC Tax Advantage Fund,3.0,Equity,ELSS Mutual Funds,3.5,42.3,8.6,11.2
ICICI Pru India Opportunities Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,11.7,44.7,10.9,11.29
ICICI Pru Manufacturing Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,8.6,35.6,10.9,11.29
IDBI Dividend Yield Fund,3.0,Equity,Dividend Yield Funds,0.1,25.2,10.9,11.45
DSP World Gold Fund,3.0,Other,FoFs Overseas,-9.0,14.8,10.2,8.73
Kotak Multi Asset Allocator FoF – Dynamic – Direct Growth,3.0,Other,FoFs Domestic,11.2,25.0,15.3,10.98
Sundaram Multi Cap Fund,3.0,Equity,Multi Cap Funds,1.5,25.0,10.9,11.81
Sundaram Multi Cap Fund,3.0,Equity,Multi Cap Funds,1.6,25.0,10.9,11.81
Kotak Equity Hybrid Fund,3.0,Hybrid,Aggressive Hybrid Mutual Funds,5.0,26.9,12.8,11.03
Aditya Birla SL CEF – Global Agri Plan-Direct Growth,3.0,Equity,Sectoral / Thematic Mutual Funds,-10.3,29.4,9.3,11.29
ICICI Pru Exports and Services Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,5.7,30.7,11.4,11.29
ICICI Pru Dividend Yield Equity Fund,3.0,Equity,Dividend Yield Funds,8.5,37.6,12.1,11.45
Nippon India Capital Builder Fund,3.0,Equity,Large & Mid Cap Funds,-0.2,33.3,12.0,11.59
Taurus Ethical Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-3.5,22.3,11.4,11.29
SBI Long Term Advantage Fund,3.0,Equity,ELSS Mutual Funds,4.5,28.2,10.9,11.44
DSP US Flexible Equity Fund,3.0,Other,FoFs Overseas,2.2,23.8,13.6,8.97
Invesco India Multicap Fund,3.0,Equity,Multi Cap Funds,1.4,27.0,11.0,11.81
SBI Long Term Advantage Fund,3.0,Equity,ELSS Mutual Funds,-2.7,25.1,10.9,11.44
Invesco India PSU Equity Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,16.2,26.5,12.6,11.29
Tata Young Citizens Fund,3.0,Solution Oriented,Childrens Funds,1.5,27.3,10.3,10.62
UTI-Dividend Yield Fund,3.0,Equity,Dividend Yield Funds,-1.5,26.8,11.3,11.45
Sundaram Dividend Yield Fund,3.0,Equity,Dividend Yield Funds,3.2,26.4,11.7,11.45
SBI Magnum Global Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,1.6,24.1,11.5,11.29
ICICI Pru US Bluechip Equity Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,4.8,23.4,15.9,11.31
UTI-CCF Investment Plan – Direct Growth,3.0,Solution Oriented,Childrens Funds,-3.3,24.1,10.1,10.63
Sundaram LT Tax Advantage Fund,3.0,Equity,ELSS Mutual Funds,4.0,29.2,12.5,11.44
AXIS Capital Builder Fund,3.0,Equity,Multi Cap Funds,-2.4,22.5,10.9,11.81
Aditya Birla SL Dividend Yield Fund,3.0,Equity,Dividend Yield Funds,6.2,30.5,10.0,11.45
Tata India Tax Savings Fund,3.0,Equity,ELSS Mutual Funds,2.2,26.5,12.0,11.44
Sundaram LT Tax Advantage Fund,3.0,Equity,ELSS Mutual Funds,4.4,29.6,11.5,11.44
Aditya Birla SL Global Emerging Oppt Fund,3.0,Other,FoFs Overseas,-5.7,18.8,8.3,8.85
HDFC Children’s Gift Fund,3.0,Solution Oriented,Childrens Funds,10.5,26.8,12.9,10.62
Edelweiss US Value Equity Offshore Fund,3.0,Other,FoFs Overseas,2.0,23.8,11.5,8.73
AXIS Capital Builder Fund,3.0,Equity,Multi Cap Funds,-0.7,33.7,11.3,11.81
SBI Equity Minimum Variance – Direct Growth,3.0,Equity,Sectoral / Thematic Mutual Funds,4.9,27.0,10.9,11.29
Nippon India Multi Cap Fund,3.0,Equity,Multi Cap Funds,10.7,33.7,13.2,11.81
AXIS Children’s Gift Fund,3.0,Solution Oriented,Childrens Funds,-6.5,17.8,10.1,10.6
Nippon India Quant Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,5.0,26.9,11.9,11.29
SBI Magnum Equity ESG Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-2.7,24.2,12.2,11.29
HSBC Business Cycles Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,7.0,28.0,8.7,11.21
Aditya Birla SL Manufacturing Equity Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-2.9,21.7,6.8,11.24
ICICI Pru Multicap Fund,3.0,Equity,Multi Cap Funds,5.7,29.1,11.8,11.81
Taurus Nifty 50 Index Fund,3.0,Other,Index Funds,1.2,25.8,12.3,10.96
Nippon India US Equity Opportunities Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,1.7,32.4,13.3,11.29
ICICI Pru Long Term Wealth Enhancement Fund,3.0,Equity,ELSS Mutual Funds,-0.7,33.7,11.3,11.44
Franklin India Opportunities Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,7.9,31.0,11.5,11.29
UTI-Transportation & Logistics Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,14.1,32.9,5.1,10.36
JM Equity Hybrid Fund,3.0,Hybrid,Aggressive Hybrid Mutual Funds,8.0,29.5,11.1,11.04
JM Equity Hybrid Fund,3.0,Hybrid,Aggressive Hybrid Mutual Funds,8.0,29.5,11.1,11.04
JM Equity Hybrid Fund,3.0,Hybrid,Aggressive Hybrid Mutual Funds,8.0,29.5,11.1,11.04
ICICI Pru FMCG Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,21.1,24.5,13.5,11.29
PGIM India GEO Fund,3.0,Other,FoFs Overseas,-7.9,18.9,14.1,8.83
ICICI Pru Global Stable Equity Fund,3.0,Other,FoFs Overseas,3.4,18.0,10.3,8.73
Mahindra Manulife Consumption Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,5.7,21.3,10.9,11.29
Aditya Birla SL Inter Equity – Plan B-Direct Growth,3.0,Equity,Sectoral / Thematic Mutual Funds,-4.1,22.7,7.6,11.2
UTI-MNC Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,3.3,18.1,7.9,11.14
UTI-Dual Advantage FTF Sr.IV-IV(1997Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Franklin India Feeder – Franklin U.S. Opp.-Dir Growth,3.0,Other,FoFs Overseas,-12.1,17.4,11.6,8.73
Aditya Birla SL Inter Equity – Plan A-Direct Growth,3.0,Equity,Sectoral / Thematic Mutual Funds,0.9,17.7,10.4,11.29
Edelweiss Greater China Equity Off-Shore Fund,3.0,Other,FoFs Overseas,-4.1,9.0,6.1,8.78
Sundaram Global Brand Fund,3.0,Other,FoFs Overseas,2.4,20.5,7.7,8.8
Edelweiss Equity Savings Fund,3.0,Hybrid,Equity Savings Mutual Funds,4.4,12.2,9.0,9.33
Aditya Birla SL Regular Savings Fund,3.0,Hybrid,Conservative Hybrid Mutual Funds,3.6,13.9,7.6,10.12
Invesco India – Invesco GEI Fund,3.0,Other,FoFs Overseas,9.5,24.4,9.5,8.72
SBI PSU Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,16.0,26.3,7.4,11.09
UTI-Retirement Benefit Pension Plan – Direct,3.0,Solution Oriented,Retirement Funds,5.2,17.2,7.5,9.79
HDFC FMP-1846Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
HDFC FMP-1487Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
DSP Global Allocation Fund,3.0,Other,FoFs Overseas,0.6,12.6,7.9,8.82
Nippon India Fixed Horizon – XXXX – Sr.16,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Franklin India Life Stage Fund,3.0,Other,FoFs Domestic,-0.7,33.7,11.3,10.92
HDFC Housing Opportunities Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,9.8,27.1,7.9,11.12
ICICI Pru Capital Protection Orient. XI-A DirGrowth,3.0,Hybrid,Conservative Hybrid Mutual Funds,0.2,32.6,12.4,10.19
Nippon India Fixed Horizon – XXXX – Sr.19,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XLI – Sr.4,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XXXVIII-Sr.10,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XXXX – Sr.12,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI CPO Fund,3.0,Hybrid,Conservative Hybrid Mutual Funds,1.7,32.4,13.3,10.14
ICICI Pru Capital Protection Orient. XIV-A Dir Growth,3.0,Hybrid,Conservative Hybrid Mutual Funds,1.7,32.4,13.3,10.14
Edelweiss Europe Dynamic Equity Offshore – Dir Growth,3.0,Other,FoFs Overseas,9.2,25.2,7.6,8.87
UTI-FTI – Series XXXI-II(1222Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-FTI – Series XXXI-IX(1168Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-FTI – Series XXXI-V(1174Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XXXX – Sr.8,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-FTI – Series XXXI-IV(1204Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI CPO Fund,3.0,Hybrid,Conservative Hybrid Mutual Funds,1.7,32.4,13.3,10.14
Nippon India Retirement Fund,3.0,Solution Oriented,Retirement Funds,1.3,25.3,6.7,9.71
Bandhan Asset Allocation FoF – Moderate – Direct Growth,3.0,Other,FoFs Domestic,1.3,12.7,6.9,10.76
Nippon India Fixed Horizon – XXXVIII-Sr.2,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru FMP – Sr.85-1185Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Bandhan FTP – Sr.179,3.0,Debt,Fixed Maturity Plans,4.4,6.2,10.9,12.38
ICICI Pru FMP – Sr.85,3.0,Debt,Fixed Maturity Plans,4.4,6.2,10.9,12.38
HDFC FMP-1344Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru FMP – Sr.84-1235Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 1 (3668 Days) – Direct Growth,3.0,Debt,Fixed Maturity Plans,4.8,6.2,10.9,12.38
Nippon India Fixed Horizon – XLI – Sr.8,3.0,Debt,Fixed Maturity Plans,4.6,6.1,10.9,12.38
Franklin India LDF – Direct (G)(Wound up),3.0,Debt,Low Duration Funds,1.7,32.4,13.3,7.8
UTI-FTI – Series XXXI-VII(1155Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru FMP – Sr.84-1287Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru FMP – Sr.83-1735Days,3.0,Debt,Fixed Maturity Plans,5.1,6.8,10.9,12.38
UTI-FTI – Series XXXI-XII(1148Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Franklin India USB – Direct (G) (Wound up),3.0,Debt,Ultra Short Duration Funds,1.7,32.4,13.3,8.82
Kotak FMP – Series 256 – 1250Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
HSBC Asia Pacific (Ex Japan) DYF – Direct Growth,3.0,Other,FoFs Overseas,-4.2,13.6,5.7,8.74
UTI-Unit Linked Insurance Plan – Direct,3.0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,-0.7,13.1,6.2,9.66
L&T FMP – Series XVIII – Plan C – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru FMP – Sr.85-1140Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-FTI – Series XXXI-XIII(1127Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XXXVII-Sr.9,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
IDFC FTP – Sr.178,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Franklin India FMP – Sr.5,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
IDFC FTP – Sr.177,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
IDFC FTP – Sr.176,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Franklin India FMP – Sr.6,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Invesco India FMP – Sr.XXXI – Plan D – Dir Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru Constant Maturity Gilt Fund,3.0,Debt,Gilt Fund with 10 year Constant duration,3.1,5.2,8.4,8.44
UTI-FTI – Series XXX-XII(1254Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XXXIX – Sr.5,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XXXX – Sr.3,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Franklin India FMP – Sr.5,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Franklin India FMP – Sr.5,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-FTI – Series XXXI-X(1168Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru FMP – Sr.84-1204Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,5.6,7.0,10.9,12.38
ICICI Pru FMP – Sr.85-1156Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XXXIX – Sr.11,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Franklin India FMP – Sr.5,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
HSBC FTS – Series 140 – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru FMP – Sr.84-1272Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,5.6,7.1,10.9,12.38
ICICI Pru FMP – Sr.85-1197Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Invesco India FMP – Sr.XXXIII – Plan D – Dir Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Banking & PSU Debt Fund,3.0,Debt,Banking and PSU Mutual Funds,4.2,6.9,7.4,8.7
Nippon India GSF – Dir-Auto Annual Reinvest,3.0,Debt,Gilt Mutual Funds,4.4,5.5,8.3,8.24
Nippon India Fixed Horizon – XXXX – Sr.1,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XXXX – Sr.5,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru FMP – Sr.84-1288Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru FMP – Sr.84-1279Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
